head,tail,expected_relation,predicted_relation
5747582,682592,derivationally related form,Derivationally related form
9023118,8696931,instance hypernym,instance hypernym
6845599,4135710,member of domain usage,member of domain region
11168645,10292316,instance hypernym,derivationally related form
95377,7719437,derivationally related form,member meronym
913705,923444,hypernym,hypernym
9071349,9303008,instance hypernym,hypernym
3234164,4508489,hypernym,hypernym
10780632,10787470,hypernym,member of domain
8792083,8574314,instance hypernym,member of domain region
7431683,7430211,hypernym,hypernym
695475,695226,hypernym,hypernym
14560612,14560360,hypernym,hyponym
1939174,447073,derivationally related form,member of domain usage
15184008,15184755,hypernym,hypernym
10702307,8199025,synset domain topic of,member of domain region
642098,784533,derivationally related form,hypernym
5513529,5521636,has part,member of domain region
6452601,6429590,instance hypernym,instance hypernym
1693472,1656813,hypernym,Member of domain region
3420935,3575691,hypernym,hypernym
1925694,297404,derivationally related form,hypernym
1217043,3525454,derivationally related form,member of domain usage
17222,9305358,has part,member meronym
11867525,11884198,member meronym,member meronym
1565472,966384,derivationally related form,hypernym
1720980,10648696,derivationally related form,member of domain usage
11124472,10664340,instance hypernym,member of domain usage
3536348,4362025,hypernym,member of domain usage
12813870,12814003,member meronym,hypernym
355365,355524,verb group,Hypernym
10339966,5636048,derivationally related form,hypernym
3565402,3129123,hypernym,member of domain usage
13537429,17222,synset domain topic of,hypernym
6682794,6681551,hypernym,Hypernym
6605046,95873,member of domain usage,hypernym
2148788,6879180,derivationally related form,hypernym
3791235,2974003,has part,member of domain usage
891216,8070465,derivationally related form,hypernym
402130,925873,verb group,derivationally related form
189565,949841,derivationally related form,hypernym
14832193,6079620,synset domain topic of,member of domain region.
4096848,1127075,derivationally related form,member meronym
10658304,2323059,derivationally related form,hypernym
7401726,1879251,derivationally related form,member of domain region
2388403,474017,hypernym,member of domain usage
6540863,6539502,hypernym,hypernym
1076863,8199025,synset domain topic of,hypernym
13262663,13289159,has part,member meronym
4978561,6128570,synset domain topic of,member of domain usage
8364959,8366753,hypernym,hypernym
11219121,10515194,instance hypernym,instance hypernym
9720033,9686536,hypernym,member of domain region
3992703,2997607,hypernym,hypernym
8860123,10786992,member of domain region,hypernym
15184755,15183802,hypernym,hypernym
399393,2433549,derivationally related form,member of domain usage
10678472,462092,derivationally related form,hypernym
11705052,13162297,hypernym,Hypernym
8062623,967625,derivationally related form,hypernym
1960656,1401854,also see,hypernym
1534147,126264,hypernym,hypernym
2021050,1960656,also see,member of domain usage
8268321,7999699,hypernym,"API error: 500 - {""error"":{""message"":""Internal Server Error"",""type"":""internal_server_error""}}
"
1279615,956485,instance hypernym,hypernym
5034225,1824244,derivationally related form,derivationally related form
2909870,4531098,hypernym,hypernym
2834778,2835915,has part,member of domain region
4749991,802946,derivationally related form,hypernym
3265874,4076846,hypernym,member of domain region
9157163,8655464,instance hypernym,Member of domain region
9929298,1921964,derivationally related form,member of domain topic of
1449796,240810,hypernym,similar to
8241798,9885676,member meronym,has part
5421997,5418717,hypernym,member of domain region
2010698,2009433,hypernym,derivationally related form
2464693,724081,also see,synset
1664244,1657723,hypernym,member of domain region
12398682,12398990,member meronym,member of domain region
1739263,911048,synset domain topic of,hypernym
8841667,9727826,member meronym,member of domain usage
10007109,841986,derivationally related form,derivationally related form
2058994,5058140,derivationally related form,"member meronym 

Head: step on it, move fast; ""He rushed down the hall to receive his guests""; ""The cars raced down the street""
Tail: swiftness, a rate (usually rapid) at which something happens; ""the project advanced with gratifying speed"""
12322887,12328026,member meronym,hypernym
10785333,1766952,derivationally related form,hypernym
10245863,9805475,hypernym,instance hypernym
3688943,4341686,hypernym,member of domain
6278830,6278662,hypernym,member of domain region
956131,4839154,derivationally related form,member of domain usage
1045419,10776339,derivationally related form,instance hypernym.
12715914,13104059,hypernym,hypernym
12723610,13118707,hypernym,member meronym
12437311,12437513,member meronym,instance hypernym
11415842,11410625,hypernym,hypernym
719705,2420789,derivationally related form,hypernym
1463340,1462928,hypernym,has part
5699770,5698247,hypernym,Hypernym
4850117,4847733,hypernym,instance hypernym
334509,331950,hypernym,member of domain usage
1276436,956485,instance hypernym,hypernym
1069809,7185325,derivationally related form,hypernym
617413,1225997,derivationally related form,hypernym
8788004,8574314,instance hypernym,member of domain region.
11703386,11703669,member meronym,hypernym
11204962,10705615,instance hypernym,hypernym
6284225,13809207,hypernym,member of domain
5223550,6057539,synset domain topic of,hypernym
9433952,9190918,hypernym,hypernym
999817,4716210,derivationally related form,synset domain topic of
374534,382109,derivationally related form,hypernym
5460870,5285623,has part,member of domain region
4878646,4878101,hypernym,hyponym
7723330,7709333,hypernym,hypernym
9533048,9505418,hypernym,member of domain topic of
12583529,11556857,hypernym,hypernym
1321895,1322223,verb group,similar to
13282161,2284951,derivationally related form,hypernym
7897200,7892813,hypernym,member of domain region
9991867,1226600,derivationally related form,member of domain usage
9162803,8633957,instance hypernym,Hypernym
981180,8199025,synset domain topic of,member of domain region
12958772,12958921,member meronym,member of domain region
1175316,1173038,hypernym,derivationally related form
7842753,7557434,hypernym,hypernym
2896442,4489008,hypernym,hypernym
2378623,9773245,derivationally related form,derivationally related form
776988,9503282,derivationally related form,instance hypernym
1748560,1657723,hypernym,member of domain usage
788766,2531199,derivationally related form,member of domain usage
357023,1456771,derivationally related form,hypernym
5302499,5532944,has part,member of domain region
4374735,6232880,synset domain topic of,hypernym
1987160,8621598,derivationally related form,member meronym
1613463,2326695,also see,hypernym
10384610,10004282,hypernym,hypernym
1083645,1083077,hypernym,member meronym
4635482,808191,derivationally related form,hypernym
1642437,240184,derivationally related form,hypernym
14486767,475183,derivationally related form,member of domain usage
11529603,11544769,member meronym,instance hypernym
4958634,4950126,hypernym,hypernym
2050132,1915365,also see,hypernym
1257173,5283498,derivationally related form,member of domain region
947077,15268857,derivationally related form,member of domain region
915605,7121361,derivationally related form,member of domain usage
2618877,13534608,derivationally related form,hypernym
10177150,10557854,hypernym,instance hypernym
9552681,9505418,hypernym,instance hypernym
12189293,12189429,member meronym,member meronym
206302,795863,derivationally related form,member of domain usage
2012306,2014646,member meronym,member of domain region
841628,838367,hypernym,"hypernym 

Head: surfeit 
 Tail: excessive"
6733227,1017001,derivationally related form,member of domain usage
7507912,621734,derivationally related form,Derivationally related form
2705201,4434285,has part,hypernym
9949946,6677974,derivationally related form,hypernym
12431128,12431861,member meronym,hypernym
11739978,13104059,hypernym,instance hypernym
6436443,6394865,instance hypernym,instance hypernym
13914608,1256867,derivationally related form,member of domain usage
5748285,5748054,hypernym,member of domain usage
13615235,13614764,hypernym,hypernym
2124748,5658603,derivationally related form,member of domain region
119297,118733,hypernym,instance hypernym
2739254,339934,hypernym,hypernym
12776212,12776391,member meronym,member of domain region
849357,2392878,also see,synset domain topic of
116619,931040,derivationally related form,has part
161225,1093085,derivationally related form,hypernym
5233420,5230603,hypernym,member of domain usage
735832,2292535,derivationally related form,member of domain usage
13187031,13187167,member meronym,hypernym
2406916,795720,derivationally related form,hypernym
45114,6232880,synset domain topic of,member of domain region
8860123,3318294,member of domain region,member meronym
7367548,334186,derivationally related form,derivationally related form
10338231,9682291,hypernym,hypernym
634906,153809,derivationally related form,hypernym
9513902,15253139,synset domain topic of,hypernym
10040789,3260293,derivationally related form,member of domain usage
13807403,13805734,hypernym,instance hypernym
8766988,8773679,has part,member meronym
1653442,923444,derivationally related form,hypernym
744506,4769049,derivationally related form,instance hypernym
1433809,1433294,hypernym,member of domain usage
1056411,1862918,derivationally related form,has part
12257343,11575425,hypernym,member of domain region
181434,12036368,derivationally related form,has part
4747899,4742535,hypernym,similar to
2855793,1423929,derivationally related form,hypernym
1509527,1872745,also see,member of domain region
1970866,1342529,hypernym,member of domain region
11706761,7764847,has part,similar to
8926877,9203827,instance hypernym,member meronym
172732,1150200,derivationally related form,hypernym
2055975,15282696,derivationally related form,member of domain usage
7475364,9999795,derivationally related form,hypernym
9606009,2545272,derivationally related form,member of domain usage
11225661,9799213,instance hypernym,Hypernym
10483530,926702,derivationally related form,Member of domain region
1417553,1388130,hypernym,hypernym
15168790,2649706,derivationally related form,Derivationally related form
2425462,1650610,hypernym,synset domain topic of
8981244,8011266,member of domain region,member of domain
1081001,1079480,hypernym,hypernym
94312,1896031,derivationally related form,has part
5697363,336831,derivationally related form,synset domain
730499,650353,hypernym,hypernym
11788926,11556857,hypernym,Hypernym
9639719,9638875,hypernym,instance hypernym
759269,759501,hypernym,hypernym
588780,9787534,derivationally related form,hypernym
139586,6084469,synset domain topic of,hypernym
2560767,11410625,derivationally related form,Derivationally related form
2476219,2471762,hypernym,hypernym
289388,286497,hypernym,member meronym
820352,1011031,hypernym,Hypernym
2181863,1759182,hypernym,member of domain usage
6295235,2887489,member of domain usage,member of domain usage
5104548,5103946,hypernym,member meronym
884011,1010118,hypernym,hypernym
65070,14322699,derivationally related form,hypernym
9365443,9403734,instance hypernym,member meronym
9646608,9645091,hypernym,Hypernym
2705680,2620587,hypernym,member of domain region
10365984,2478059,derivationally related form,member of domain usage
6793231,1498319,derivationally related form,member meronym
12834408,12836663,member meronym,hypernym
3875218,14984973,hypernym,hypernym
11972141,11579418,hypernym,Hypernym
4716864,4715487,hypernym,member meronym
1448100,10492202,derivationally related form,Derivationally related form
628539,624738,hypernym,hypernym
1174742,841091,derivationally related form,member of domain usage
2249995,2250133,member meronym,hypernym
2561332,413239,derivationally related form,hypernym
86320,1585523,verb group,hypernym
2349212,8324514,derivationally related form,hypernym
9311259,9198574,has part,member meronym
926702,10483530,derivationally related form,hypernym
13988663,13985818,hypernym,hypernym
3633091,4531098,hypernym,has part
13724582,13724474,has part,member of domain usage
1875295,348008,derivationally related form,similar to
8106934,8107191,member meronym,member of domain usage
14050143,14049711,hypernym,Hypernym
12898226,11579418,hypernym,hypernym
10829733,10423589,instance hypernym,instance of
2468617,5235879,hypernym,Hypernym
4838727,11551,derivationally related form,hypernym
3007591,4004475,hypernym,hypernym
10024362,7846,hypernym,hypernym
1372709,1355326,hypernym,member of domain region
9195615,9372504,has part,hypernym
1415807,1400044,hypernym,hypernym
9767197,2561995,derivationally related form,instance hypernym
744004,1124794,synset domain topic of,hypernym
7334490,1621219,derivationally related form,Derivationally related form
320536,243918,synset domain topic of,has part
8341551,8337324,hypernym,member of domain region
1763813,2452885,derivationally related form,hypernym
2752567,2604760,hypernym,member of domain usage
5389939,5289057,hypernym,member meronym
15211484,15200164,has part,instance hypernym
291873,5018542,derivationally related form,member meronym
13809920,956250,derivationally related form,member of domain topic
14560253,14548343,hypernym,hypernym
358089,1389329,derivationally related form,member of domain usage
13189656,13189844,member meronym,member of domain
1417451,182406,derivationally related form,member of domain usage
10498046,1889129,derivationally related form,derivationally related form
9148970,9224325,has part,member of domain region
15298011,6128570,synset domain topic of,hypernym
211108,14536831,derivationally related form,hypernym
5651068,23271,hypernym,hypernym
11782522,11783162,member meronym,hypernym
5261404,5254795,hypernym,member meronym
4432662,1331689,derivationally related form,Derivationally related form
1629589,1629958,also see,member of domain usage
5088324,1380122,derivationally related form,hypernym
10296176,9943239,hypernym,hypernym
2642814,1066881,derivationally related form,hypernym
275088,11524662,derivationally related form,member of domain region
11911591,11993007,member meronym,has part
6758225,6756407,hypernym,hypernym
3153375,3485997,has part,member meronym
1628449,240184,derivationally related form,hypernym
1190172,8441203,synset domain topic of,member of domain region
6403969,9889170,derivationally related form,hypernym
11952153,11952346,member meronym,member of domain region
2675701,1742886,hypernym,similarity to
294190,1901447,derivationally related form,member of domain usage
8182379,2028722,derivationally related form,hypernym
1759326,9184975,derivationally related form,hypernym
2724417,31921,derivationally related form,hypernym
8135770,8337324,hypernym,member of domain
8860123,15138241,member of domain region,member of domain usage
8435,6878934,derivationally related form,member of domain region
9435065,9403734,instance hypernym,hypernym
10210648,1753596,derivationally related form,instance hypernym
5785508,2164825,derivationally related form,derivationally related form
2321757,10707804,derivationally related form,hypernym
7075172,144722,member of domain usage,instance hypernym
1577093,7364434,derivationally related form,hypernym
14892138,14706749,hypernym,member of domain region
1020005,6763273,derivationally related form,hypernym
3637027,3546766,hypernym,hypernym
634472,9178999,derivationally related form,hypernym
2613960,2614288,member meronym,member of domain region
290302,153263,hypernym,hypernym
540235,367768,derivationally related form,hypernym
2872752,3068707,has part,member meronym
6598445,5808794,hypernym,Hypernym.
86320,81072,hypernym,hypernym
882961,2124748,derivationally related form,member of domain region
764902,13971561,derivationally related form,instance hypernym
1774426,7503430,derivationally related form,hypernym
8675145,8595720,hypernym,member of domain
6721949,1040707,derivationally related form,Derivationally related form
1706129,9809925,derivationally related form,instance hypernym
11447851,1874875,derivationally related form,member of domain usage
1068380,10003283,derivationally related form,hypernym
998399,3924069,derivationally related form,instance hypernym
10485440,748155,derivationally related form,hypernym
717358,2367363,hypernym,instance hypernym
13311368,13310230,hypernym,hypernym
11608885,15098161,hypernym,hypernym
11313507,10672908,instance hypernym,instance hypernym
10257221,9608709,hypernym,hypernym
870312,869583,hypernym,derivationally related form
5823054,896803,derivationally related form,hypernym
2748927,3169390,derivationally related form,Hypernym
4850996,4850589,hypernym,hyponym
7531536,7531255,hypernym,hypernym
1419160,1418667,hypernym,hypernym
8780881,9542541,member of domain region,member meronym
11880218,11575425,hypernym,instance hypernym
12701901,11585340,hypernym,similar to
6798750,1275762,derivationally related form,member meronym
996485,993014,hypernym,instance hypernym
1371756,136329,derivationally related form,member meronym
2878222,1951276,derivationally related form,member meronym
7086323,7083732,hypernym,member of domain topic of
2117369,1864707,hypernym,member meronym
2621901,13431722,derivationally related form,hypernym
13421462,5898568,hypernym,hypernym
1819147,7542675,derivationally related form,hypernym
9095751,9096498,has part,member of domain region
2579447,272713,derivationally related form,Derivationally related form
1044084,1028655,hypernym,hypernym
3975232,1152670,derivationally related form,member of domain usage
6674542,970732,derivationally related form,hypernym
12513426,11585340,hypernym,hypernym
2540670,10582154,derivationally related form,hypernym
5413241,5407119,hypernym,hypernym
4863358,1743909,derivationally related form,hypernym
1443871,1443021,hypernym,member of domain usage
2494356,328327,derivationally related form,hypermym
2410313,2410702,member meronym,member of domain region
226379,224901,hypernym,hypernym
495998,10785333,derivationally related form,instance hypernym
7546125,1463965,derivationally related form,hypernym
6744154,6169050,synset domain topic of,member of domain region
15178841,15218663,has part,member of domain usage
527695,428270,hypernym,member of domain usage
9221070,9444100,hypernym,member of domain region
6802,7012,hypernym,Member of Domain Usage
7334490,1656458,derivationally related form,member meronym
6453324,6429590,instance hypernym,hypernym
240754,240184,hypernym,hypernym
1313093,2315309,member meronym,hypernym
13727333,13609507,hypernym,member of domain usage
10048218,9605289,hypernym,hypernym
363110,2680814,hypernym,hypernym
1775535,5813229,derivationally related form,Hypernym.
7137950,7138085,hypernym,hypernym
7171785,7170753,hypernym,synset domain topic of
14056280,14060256,has part,member of domain region
2803129,4073669,hypernym,hypernym
5968450,5996646,hypernym,hypernym
8949093,8950907,has part,member meronym
9994943,358431,derivationally related form,member of domain usage
2333225,841628,derivationally related form,hypernym
1963136,1939598,hypernym,member of domain region
5015463,369864,derivationally related form,instance hypernym
115803,1566916,derivationally related form,hypernym
14806176,14805899,hypernym,member meronym
60185,1430447,verb group,member of domain region
1483188,1485073,member meronym,member of domain region
5288091,5267548,hypernym,member of domain region
1868258,348571,derivationally related form,hypernym
9071690,9325395,has part,Member meronym
1648993,1626600,hypernym,member of domain region
2067689,7405893,derivationally related form,member of domain region
8336188,8329453,hypernym,instance hypernym
4590746,1392237,derivationally related form,Derivationally related form
10404426,10703692,hypernym,instance hypernym
2170269,2170400,member meronym,synset domain topic of
3325941,3497657,hypernym,member of domain usage
13548531,13453160,hypernym,hypernym
15140405,15143477,has part,member meronym
1835496,1994442,also see,member of domain usage
11770013,11567411,hypernym,member of domain region
7384898,1053771,derivationally related form,member of domain usage
2336449,106456,also see,hypernym
469637,208836,hypernym,hypernym
12792638,12793015,member meronym,hypernym
118523,15133621,derivationally related form,hypernym
1129532,1128984,hypernym,hypernym
268011,205046,hypernym,hypernym
5560787,5573602,has part,member of domain usage
3478907,4105893,hypernym,hypernym
5461179,5254795,has part,member of domain region
3705379,399788,derivationally related form,member meronym
5034473,5190804,hypernym,hypernym
6070929,6037666,hypernym,hypernym
10012484,7560903,derivationally related form,hypernym
3228016,2817799,hypernym,member of domain region
1931398,1921887,hypernym,Hypernym
13123431,13122985,hypernym,hypernym
4362821,4231693,hypernym,member of domain usage
7262108,7258332,hypernym,member of domain region
9503282,9483738,hypernym,member of synset domain topic of
1311103,1282545,hypernym,derivationally related form
4437953,3482523,has part,has part
236592,808182,derivationally related form,member of domain usage
1015104,10760763,derivationally related form,instance hypernym
13365698,2215506,derivationally related form,hypernym
10835022,10030277,instance hypernym,hypernym
5979595,5978812,hypernym,hypernym
3767459,1695459,derivationally related form,member of domain usage
13145250,13144794,hypernym,member meronym
5514717,5513302,hypernym,member meronym
509039,3082979,synset domain topic of,member of domain usage
4618070,618878,derivationally related form,hypernym
2394662,10005721,derivationally related form,member of domain usage
9252970,2025009,derivationally related form,hypernym
103419,103140,hypernym,hypernym
9753498,7846,hypernym,member of domain usage
529101,528667,synset domain topic of,member of domain region
12485811,11567411,hypernym,instance hypernym
9930876,2566227,derivationally related form,hypernym
1309701,1313923,also see,hypernym
2320621,2316038,hypernym,member of domain usage
3181501,1351601,derivationally related form,derivationally related form
10929886,9920283,instance hypernym,hypernym
2194913,7503260,derivationally related form,hypernym
15049594,14940100,hypernym,hypernym
10294139,8199025,synset domain topic of,hypernym
9883947,10254965,hypernym,hypernym
396325,394813,hypernym,member of domain region
4419073,4365484,hypernym,hypernym
893955,100044,derivationally related form,Hyponym
12731202,12731401,member meronym,hypernym
8558155,10231515,derivationally related form,member of domain region
383390,1579813,derivationally related form,member of domain usage
500280,565302,hypernym,member of domain region
3514974,2718259,hypernym,instance of hypernym
645771,152727,derivationally related form,hypernym
13903387,2710673,derivationally related form,hypernym
1460421,1244410,also see,hypernym
10325243,475819,derivationally related form,member of domain usage
1632103,1631534,hypernym,member of domain region
2525866,2526121,member meronym,hypernym
9292751,31264,instance hypernym,member meronym
2681795,235918,also see,has part
1822773,1823610,member meronym,member_of_domain_region
6677974,9949946,derivationally related form,hypernym
396029,451648,derivationally related form,member of domain region
15180528,33615,hypernym,instance hypernym.
112628,5783940,derivationally related form,member of domain
10215623,9617867,hypernym,hypernym
10328782,10640620,hypernym,hypernym
8709038,8756202,has part,Member of domain region
2436514,2436645,member meronym,instance hypernym
4294879,3322570,hypernym,hypernym
9143649,8524735,instance hypernym,hypernym
180413,2236124,derivationally related form,hypernym
8947319,8698379,instance hypernym,Hypernym
13391118,13388245,hypernym,member meronym
757544,685683,hypernym,member of domain usage
2640242,2638596,hypernym,hypernym
2000036,1759182,hypernym,member of domain usage
10122300,1316619,derivationally related form,has part
2647503,2647660,member meronym,member of domain region
5481870,5486510,hypernym,member of domain
13259917,1100145,derivationally related form,hypernym
2586382,2587761,member meronym,has part
12299988,11562747,hypernym,member of domain region
6630017,897241,derivationally related form,hypernym
981944,7125958,derivationally related form,"hypernym 

head: utter impulsively; ""He blurted out the secret""; ""He blundered his stupid ideas""
tail: interjection, an abrupt emphatic exclamation expressing emotion"
11418460,1468097,derivationally related form,member of synset domain region
10401639,2294179,derivationally related form,member of domain region
2151700,2150948,hypernym,hypernym
281101,274707,derivationally related form,hypernym
9148970,9152401,has part,member meronym
4935528,1220885,derivationally related form,member of domain usage
3931044,4076846,hypernym,Hypernym
1476685,6037666,synset domain topic of,member of domain region
3147509,3094503,hypernym,member meronym
8349681,8337324,hypernym,hypernym
10522759,7846,hypernym,"member meronym 

(Head) saver (has) (Tail) soul 

Here saver is a noun and soul is a part of it"
8030711,8392137,instance hypernym,hypernym
955601,6742173,derivationally related form,member of domain region
10648237,2394662,derivationally related form,hypernym
12508077,11585340,hypernym,hypernym
3692379,3051540,hypernym,member of domain region
4754440,684480,derivationally related form,hypernym
14800277,14682133,hypernym,hypernym
4913839,2457233,derivationally related form,synset domain topic of
1981137,1762525,hypernym,member of domain region
234423,2535896,derivationally related form,hypernym
12039743,12073410,member meronym,member of domain region
6021247,6018465,synset domain topic of,hypernym
13068073,11592146,hypernym,hypernym
5773049,772640,derivationally related form,member of domain usage
12393086,12205694,hypernym,member of domain region
4401088,4402580,has part,member of domain usage
2713218,5578442,derivationally related form,member of domain region
5921868,692718,derivationally related form,hypernym
1240188,1239862,hypernym,Member of domain usage
8359949,8189659,hypernym,member meronym
57486,53913,hypernym,hypernym
3065516,5971394,derivationally related form,hypernym
8893223,8893492,has part,member meronym
2950826,9811852,derivationally related form,member of domain usage
1121948,10038929,derivationally related form,member meronym
8766988,8769329,has part,member meronym
2001428,2007721,member meronym,member of domain region
2326355,1315333,verb group,similar to
2440705,2448754,member meronym,Hypernym
9179776,770437,derivationally related form,hypernym
3331244,3309808,hypernym,member meronym
4994824,4992163,hypernym,has part
5018103,5009170,hypernym,derivationally related form
3029133,10851599,derivationally related form,member of domain region
11911591,11925140,member meronym,Member of domain region
103875,14290534,derivationally related form,member of domain usage
6845599,4527808,member of domain usage,Hypernym
9960688,9878275,hypernym,synset domain topic of
296263,2691156,synset domain topic of,hypernym
225150,220023,hypernym,Hypernym
2866578,1131902,derivationally related form,derivationally related form
168217,364787,derivationally related form,derivationally related form
457327,380994,derivationally related form,hypernym
1013971,1012712,hypernym,hypernym
4700642,1265989,derivationally related form,Hypernym
1543123,1984902,also see,similar to
11841529,11850748,member meronym,member of domain region
181258,11683556,derivationally related form,"hypernym 

 Head: shell, remove the husks from; ""husk corn""
 Tail: shell, the hard usually fibrous outer layer of some fruits especially nuts"
14450691,14449126,hypernym,hypernym
10741152,9631463,hypernym,instance hypernym
13081050,11592146,hypernym,member of domain region
4985198,4983122,hypernym,member of domain usage
1682761,1675963,hypernym,member of domain region
2573704,2554730,hypernym,member of domain region.
2529293,1428580,hypernym,has part
1404129,1404813,member meronym,hypernym
260648,4083468,derivationally related form,hypernym
7491981,1820302,derivationally related form,hypernym
2249365,1759182,hypernym,member of domain region
1621127,1053221,derivationally related form,member meronym
2600255,8223263,derivationally related form,hypernym
84107,698609,derivationally related form,hypernym
13506587,2071837,derivationally related form,Derivationally related form
968211,10483138,derivationally related form,member of domain usage
201407,1068184,derivationally related form,hypernym
411312,8111783,derivationally related form,hypernym
195569,191142,hypernym,member of domain region
13624509,13624190,has part,member of domain usage
3731695,1232272,derivationally related form,member meronym
2233767,2233943,member meronym,hypernym
1628450,1635659,member meronym,instance hypernym
2103925,1850315,hypernym,member of domain usage
344174,13512036,derivationally related form,Derivationally related form
2774630,1454246,derivationally related form,hypernym
1637982,43195,derivationally related form,hypernym
6680002,10266486,derivationally related form,hypernym
9051235,8574314,instance hypernym,member meronym
3157582,2720725,hypernym,instance hypernym
2162434,2168555,hypernym,hypernym
1778017,5924519,derivationally related form,instance hypernym
12740514,12743680,member meronym,hypernym
2371811,621627,derivationally related form,hypernym
7241837,7238694,hypernym,hypernym
1521912,1212230,hypernym,member meronym
431117,357906,derivationally related form,member of domain usage
11296139,10020890,instance hypernym,hypernym
10629020,1501347,derivationally related form,hypernym
10235549,13928388,derivationally related form,hypernym
8766988,8772307,has part,member meronym
14545045,3054551,derivationally related form,instance hypernym
12476510,13121104,hypernym,member of domain region
8962951,8524735,instance hypernym,hypernym
3800933,1707925,derivationally related form,hypernym
1837744,914421,also see,synset
1185304,7575076,derivationally related form,hypernym
181258,394803,derivationally related form,Derivationally related form
8955626,8956140,has part,member meronym
8289089,8288753,hypernym,hypernym
11013876,10022111,instance hypernym,hypernym
9239740,19128,hypernym,hypernym
4211528,2449340,derivationally related form,member of domain region
1700076,1342529,hypernym,member of domain region
8941681,1271107,member of domain region,Member meronym
8514865,8512736,hypernym,hypernym
7555647,857923,derivationally related form,similar to
2362601,2339413,hypernym,member of domain region
11647703,11647306,hypernym,member meronym
7419599,7357388,hypernym,hypernym
6780882,6776138,hypernym,hypernym
8487504,8896092,member meronym,member meronym
14521954,14521648,hypernym,hypernym
201058,550546,derivationally related form,hypernym
1891638,1891249,hypernym,similar to
13925550,461493,derivationally related form,hypernym
7229530,883226,derivationally related form,similar to
1917244,14549937,derivationally related form,hypernym
11772408,12205694,hypernym,member meronym
10421956,101609,derivationally related form,hypernym
1344293,10737431,derivationally related form,member of domain usage
5249636,2358034,derivationally related form,member meronym
7985223,1292885,derivationally related form,member of domain usage
1961862,1939598,hypernym,hypernym
55010,104868,hypernym,member of domain usage
3473966,49102,derivationally related form,member of domain usage
12250413,11565385,hypernym,hypernym
1614769,1507175,hypernym,hypernym
617095,690614,hypernym,member of domain usage
1583656,1583494,verb group,derivationally related form
4737568,4735929,hypernym,member of domain usage
299580,123170,hypernym,member meronym
3328650,2707683,hypernym,hypernym
10555679,1761706,derivationally related form,Derivationally related form
9130076,9130714,has part,member meronym
7689003,7687789,hypernym,member of domain usage
8191987,8193854,has part,has part
1834896,1834485,hypernym,member meronym.
14448200,14475661,hypernym,hypernym
658913,658052,hypernym,member of domain usage
639556,5798569,has part,hypernym
2654609,1432517,hypernym,member meronym
4561548,1375637,derivationally related form,derivation
2164531,6877381,derivationally related form,member of domain region
1051082,1048912,hypernym,hypernym
381680,2622234,derivationally related form,hypernym
1901133,1904930,hypernym,Derivationally related form
1069190,145218,derivationally related form,hypernym
2631238,1639369,derivationally related form,has part
156101,2373785,derivationally related form,Hypernym
10722385,10363913,hypernym,hypernym
2483564,13737480,derivationally related form,member of domain region.
13714184,13608598,hypernym,member of domain usage
8101410,2329578,derivationally related form,member of domain region
6879180,6873252,hypernym,hyponym
2179429,2180233,member meronym,member of domain region
2307547,2306462,hypernym,member of domain usage
8860123,292386,member of domain region,member of domain usage
8308497,876665,derivationally related form,hypernym
430099,429060,hypernym,derivationally related form
4262161,4080454,hypernym,has part
1360712,1360937,member meronym,hypernym
657604,153105,has part,hypernym
493703,805524,derivationally related form,hypernym
1512465,105164,derivationally related form,derivationally related form
9748889,3068473,derivationally related form,member of domain usage
4663763,4662951,hypernym,hypernym
1350855,1355326,hypernym,has part
1949218,815801,synset domain topic of,instance hypernym
12513426,12513613,member meronym,hypernym
1230965,2486932,derivationally related form,hypernym
6309383,7997703,hypernym,member_of_domain
2526934,15291199,derivationally related form,Derivationally related form
7907161,7906284,hypernym,hypernym
3142912,3081021,hypernym,member of domain region
960961,6420781,derivationally related form,member of domain usage
1066542,2466134,derivationally related form,hypernym
8282696,8276720,hypernym,Hypernym
14915622,1208400,derivationally related form,hypernym
5769833,930368,derivationally related form,hypernym
1457489,1555742,hypernym,member of domain usage
1376245,1377032,hypernym,member meronym
11790624,11790788,member meronym,member of domain region
1251928,1249724,hypernym,Derivationally related form
1523656,1543731,derivationally related form,member of domain usage
373766,14289590,derivationally related form,hypernym
13196545,13167078,hypernym,hypernym
2344060,2199590,hypernym,hypernym
363260,156601,derivationally related form,member of domain usage
5333467,5287882,hypernym,member of domain usage
12522188,13104059,hypernym,Hypernym
414627,1855606,hypernym,hypernym
656292,654625,hypernym,hypernym
11158982,10650162,instance hypernym,hypernym
61933,83809,hypernym,member of domain topic of
229934,478217,derivationally related form,hypernym
9999135,847870,derivationally related form,hypernym
11065345,10030277,instance hypernym,hypernym
7363346,1970826,derivationally related form,member of domain usage
9044862,9356320,has part,member meronym
7328,10803193,derivationally related form,hypernym
14852450,14580897,hypernym,member meronym
1189427,1069980,derivationally related form,hypernym
2348568,240184,derivationally related form,member of domain usage
5667613,981083,derivationally related form,hypernym
93327,68617,derivationally related form,hypernym
3450516,106592,derivationally related form,member of domain usage
1708113,9809925,derivationally related form,hypernym
2913152,4587648,has part,Hypernym
14959644,14991927,hypernym,hypernym
13743605,1465218,derivationally related form,has part
203342,685683,derivationally related form,hypernym
4871720,763901,derivationally related form,hypernym
289175,288970,hypernym,member of domain usage
1628197,3433877,derivationally related form,hypernym
